Название;Населенный пункт;Линия;Звёзды;Рейтинг;Ссылка
Felix Bungalow;Адрасан;1-я линия от моря;;1,00;https://tophotels.ru/hotel/al171836
Tutav Ch Boutique;Калеичи;центр;;1,00;https://tophotels.ru/hotel/al170888
Holiday Houses Antalya;Лара;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al170871
Eviniz;Пляжный;3-я линия от моря;;1,00;https://tophotels.ru/hotel/al170862
Deniz Apartment;Каш;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al170589
Selim Pension;Каш;через дорогу;;1,00;https://tophotels.ru/hotel/al170583
Zen City Apartment;Каш;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al170581
La Moda Beach;Каш;1-я линия от моря;;1,00;https://tophotels.ru/hotel/al170580
Laden Apartment;Пляжный;3-я линия от моря;;1,00;https://tophotels.ru/hotel/al170577
Olea Nova;Каш;через дорогу;;1,00;https://tophotels.ru/hotel/al170252
Lavilla;Каш;1-я линия от моря;;1,00;https://tophotels.ru/hotel/al170243
Amphora;Каш;через дорогу;;1,00;https://tophotels.ru/hotel/al170218
Ozmen Pension;Калеичи;центр;2;1,00;https://tophotels.ru/hotel/al167503
Mavi & Ani Pansiyon;Калеичи;центр;;1,00;https://tophotels.ru/hotel/al167502
Erkal Pension;Калеичи;центр;;1,00;https://tophotels.ru/hotel/al167500
Antalya Hostel Abad;Калеичи;центр;;1,00;https://tophotels.ru/hotel/al167497
Zurich;Калеичи;центр;;1,00;https://tophotels.ru/hotel/al167413
Waterfall Apartments;Пляжный;3-я линия от моря;;1,00;https://tophotels.ru/hotel/al167412
Verde Villa;Калеичи;центр;;1,00;https://tophotels.ru/hotel/al167411
Sun Rise Hotel;Калеичи;центр;;1,00;https://tophotels.ru/hotel/al167387
Star Pension;Калеичи;центр;2;1,00;https://tophotels.ru/hotel/al167382
Secret Palace Pansion;Калеичи;центр;;1,00;https://tophotels.ru/hotel/al167380
Safari Hotel;Городской;центр;;1,00;https://tophotels.ru/hotel/al167378
Sabah Paniyon;Калеичи;центр;;1,00;https://tophotels.ru/hotel/al167376
Roza Apartments;Коньяалты;3-я линия от моря;;1,00;https://tophotels.ru/hotel/al167371
Pinus Apart & Otel;Городской;близко к центру;;1,00;https://tophotels.ru/hotel/al167369
Perla Villa;Городской;центр;;1,00;https://tophotels.ru/hotel/al167367
Odile Konak;Калеичи;центр;;1,00;https://tophotels.ru/hotel/al167363
Nebilux Hotel;Пляжный;3-я линия от моря;;1,00;https://tophotels.ru/hotel/al167362
Hotel S White;Коньяалты;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al167360
Konya 6 Elit;Коньяалты;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al167353
Konukzade 36;Калеичи;центр;;1,00;https://tophotels.ru/hotel/al167352
Gunduz;Коньяалты;близко к центру;;1,00;https://tophotels.ru/hotel/al167310
Gulizar Hotel;Коньяалты;2-я линия от моря;2;1,00;https://tophotels.ru/hotel/al167306
Grand Erken;Калеичи;центр;;1,00;https://tophotels.ru/hotel/al167302
Frankfurt Hotel;Калеичи;центр;2;1,00;https://tophotels.ru/hotel/al167301
Dantel Pension;Калеичи;центр;;1,00;https://tophotels.ru/hotel/al167293
Cinar Hotel;Городской;центр;3;1,00;https://tophotels.ru/hotel/al167292
Blue Sea Garden;Калеичи;центр;;1,00;https://tophotels.ru/hotel/al167289
Atelya Art Hotel;Калеичи;центр;;1,00;https://tophotels.ru/hotel/al167286
Asena Hotel;Пляжный;3-я линия от моря;;1,00;https://tophotels.ru/hotel/al167285
Alp Hotel;Городской;центр;;1,00;https://tophotels.ru/hotel/al167282
Sunlight Residence;Коньяалты;3-я линия от моря;;1,00;https://tophotels.ru/hotel/al167260
Kapris Hotel;Лара;близко к центру;;1,00;https://tophotels.ru/hotel/al167253
Grand Sancak;Городской;близко к центру;2;1,00;https://tophotels.ru/hotel/al167252
Fia Kinaci Residence;Пляжный;3-я линия от моря;;1,00;https://tophotels.ru/hotel/al167251
Volkii Hotel 1;Пляжный;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al167205
The Suite Apartment;Калеичи;центр;3;1,00;https://tophotels.ru/hotel/al167201
Queen Ra;Пляжный;3-я линия от моря;3;1,00;https://tophotels.ru/hotel/al167196
Perlita Marinhan;Городской;центр;;1,00;https://tophotels.ru/hotel/al167193
Ozhan Hotel;Городской;центр;;1,00;https://tophotels.ru/hotel/al167191
Olbia Residence;Пляжный;через дорогу;;1,00;https://tophotels.ru/hotel/al167184
Megaron Residence;Коньяалты;окраина;;1,00;https://tophotels.ru/hotel/al167153
Kaleici Eliza;Калеичи;центр;;1,00;https://tophotels.ru/hotel/al167136
Kaleici Angel;Калеичи;центр;;1,00;https://tophotels.ru/hotel/al167134
Kafkas Hotel;Коньяалты;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al167131
Gurtas Hotel;Городской;центр;3;1,00;https://tophotels.ru/hotel/al167117
Europa;Пляжный;2-я линия от моря;2;1,00;https://tophotels.ru/hotel/al167103
Esen Hotel;Городской;центр;;1,00;https://tophotels.ru/hotel/al167100
Elegance Dream;Анталья-центр;центр;;1,00;https://tophotels.ru/hotel/al167097
Egehan;Коньяалты;3-я линия от моря;;1,00;https://tophotels.ru/hotel/al167089
Duru Family;Лара;3-я линия от моря;;1,00;https://tophotels.ru/hotel/al167087
Berrak Su;Городской;близко к центру;;1,00;https://tophotels.ru/hotel/al167082
Begumhan Villa;Лара;близко к центру;;1,00;https://tophotels.ru/hotel/al167077
Ayshe Apartment Pansiyon;Пляжный;3-я линия от моря;;1,00;https://tophotels.ru/hotel/al167073
Augustus Village Antalya;Загородный;далеко;;1,00;https://tophotels.ru/hotel/al167062
Atici Pension;Анталья-центр;центр;;1,00;https://tophotels.ru/hotel/al167060
Antey Aqua City;Коньяалты;3-я линия от моря;;1,00;https://tophotels.ru/hotel/al167037
Antalya Port Flats;Коньяалты;3-я линия от моря;;1,00;https://tophotels.ru/hotel/al167036
Antalya Farm House;Загородный;рядом;;1,00;https://tophotels.ru/hotel/al167032
Anatolia Pension;Калеичи;центр;;1,00;https://tophotels.ru/hotel/al167030
Anatolia Apartment;Коньяалты;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al167028
Altun Apartment;Коньяалты;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al167027
Alkan Hotel;Городской;центр;;1,00;https://tophotels.ru/hotel/al167025
Adresim Hotel;Коньяалты;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al167023
Plaza Pension;Городской;центр;;1,00;https://tophotels.ru/hotel/al166327
Duran Pension;Адрасан;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al166158
Albos;Адрасан;через дорогу;;1,00;https://tophotels.ru/hotel/al166155
Adrasya Bungalows;Адрасан;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al166154
Meltem;Адрасан;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al166133
Mithat Motel;Адрасан;через дорогу;;1,00;https://tophotels.ru/hotel/al166131
Palmira;Адрасан;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al166128
Lykia Edrassa;Адрасан;1-я линия от моря;;1,00;https://tophotels.ru/hotel/al166126
Portakal Bahcesi;Адрасан;3-я линия от моря;;1,00;https://tophotels.ru/hotel/al166125
Likya Adrasan;Адрасан;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al166124
Kaptan Ali Bungalow;Адрасан;через дорогу;;1,00;https://tophotels.ru/hotel/al166123
River Hotel;Адрасан;1-я линия от моря;;1,00;https://tophotels.ru/hotel/al166122
Hazal Hotel;Адрасан;через дорогу;;1,00;https://tophotels.ru/hotel/al166114
Golden River;Адрасан;1-я линия от моря;;1,00;https://tophotels.ru/hotel/al166112
Ford Hotel;Адрасан;через дорогу;;1,00;https://tophotels.ru/hotel/al166111
Erenler;Адрасан;через дорогу;;1,00;https://tophotels.ru/hotel/al166109
Club Sun Village;Адрасан;через дорогу;;1,00;https://tophotels.ru/hotel/al166085
Cicibaba Bungalow;Адрасан;через дорогу;;1,00;https://tophotels.ru/hotel/al166074
Adrasan Kybele;Адрасан;3-я линия от моря;;1,00;https://tophotels.ru/hotel/al166028
Adrasan Hotel;Адрасан;через дорогу;;1,00;https://tophotels.ru/hotel/al166011
Adrasan Deniz;Адрасан;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al166008
Ada Boutique;Адрасан;через дорогу;;1,00;https://tophotels.ru/hotel/al166005
Adrasan Onuncu Koy;Адрасан;3-я линия от моря;;1,00;https://tophotels.ru/hotel/al165639
Yol Kenari Camping;Каш;далеко;;1,00;https://tophotels.ru/hotel/al165459
Kolye;Каш;далеко;;1,00;https://tophotels.ru/hotel/al165425
Kayra Apartments;Коньяалты;окраина;;1,00;https://tophotels.ru/hotel/al165263
Orange City Residence;Коньяалты;окраина;;1,00;https://tophotels.ru/hotel/al165261
The Suite Old Town;Калеичи;центр;;1,00;https://tophotels.ru/hotel/al165260
Oz Mert;Пляжный;3-я линия от моря;;1,00;https://tophotels.ru/hotel/al165256
Mercan Apartment;Коньяалты;3-я линия от моря;;1,00;https://tophotels.ru/hotel/al165254
Umit Hotel;Городской;окраина;3;1,00;https://tophotels.ru/hotel/al157733
Tumay Hotel;Пляжный;3-я линия от моря;;1,00;https://tophotels.ru/hotel/al157508
Kent Otel;Пляжный;2-я линия от моря;3;1,00;https://tophotels.ru/hotel/al157503
Kozan Hotel;Городской;центр;2;1,00;https://tophotels.ru/hotel/al157498
Club Antiphellos Iletisim Bilgileri;Каш;2-я линия от моря;2;1,00;https://tophotels.ru/hotel/al154103
Eleni Hotel (закрыт);Каш;1-я линия от моря;3;1,00;https://tophotels.ru/hotel/al154048
Sato Otel;Лара;3-я линия от моря;;1,00;https://tophotels.ru/hotel/al142142
Buhana Hotel;Адрасан;2-я линия от моря;3;1,00;https://tophotels.ru/hotel/al140455
Aslihan Hotel;Адрасан;3-я линия от моря;3;1,00;https://tophotels.ru/hotel/al139505
Candles House;Пляжный;2-я линия от моря;2;1,00;https://tophotels.ru/hotel/al136814
Camel Pension & Apartments;Калеичи;2-я линия от моря;3;1,00;https://tophotels.ru/hotel/al136517
Rozz Hotel 1;Коньяалты;2-я линия от моря;3;1,00;https://tophotels.ru/hotel/al136294
Rozz Hotel 2;Коньяалты;2-я линия от моря;3;1,00;https://tophotels.ru/hotel/al136293
Adahan;Лара;1-я линия от моря;;1,00;https://tophotels.ru/hotel/al135726
Adrasan Papirus;Адрасан;2-я линия от моря;3;1,00;https://tophotels.ru/hotel/al119922
Han Otel;Пляжный;3-я линия от моря;;1,00;https://tophotels.ru/hotel/al119473
Ale Boutique Hotel;Пляжный;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al119159
Sakli Gol Evleri;Загородный;далеко;;1,00;https://tophotels.ru/hotel/al117677
Seven Stars Exclusive;Пляжный;3-я линия от моря;3;1,00;https://tophotels.ru/hotel/al103399
Cicerone Lodge Hotel (ex.Otantik Butik Otel);Пляжный;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al103398
Tria;Анталья-центр;окраина;3;1,00;https://tophotels.ru/hotel/al93309
Bilgin;Каш;2-я линия от моря;3;1,00;https://tophotels.ru/hotel/al93264
Tunali Apart;Анталья-центр;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al92702
Rahmi's;Адрасан;через дорогу;;1,00;https://tophotels.ru/hotel/al92463
Club Phellos;Каш;1-я линия от моря;3;1,00;https://tophotels.ru/hotel/al92451
Mahper;Коньяалты;2-я линия от моря;1;1,00;https://tophotels.ru/hotel/al91698
Lunay;Коньяалты;2-я линия от моря;3;1,00;https://tophotels.ru/hotel/al91690
Elixir Villas;Каш;1-я линия от моря;;1,00;https://tophotels.ru/hotel/al89773
Peninsula Gardens;Каш;1-я линия от моря;;1,00;https://tophotels.ru/hotel/al89772
Azuu Boutique Hotel;Пляжный;3-я линия от моря;;1,00;https://tophotels.ru/hotel/al83831
Birsu;Коньяалты;1-я линия от моря;3;1,00;https://tophotels.ru/hotel/al70914
Ece Hotel;Пляжный;3-я линия от моря;3;1,00;https://tophotels.ru/hotel/al69741
Silent Hill;Лара;близко к центру;3;1,00;https://tophotels.ru/hotel/al55564
Margarita;Адрасан;2-я линия от моря;2;1,00;https://tophotels.ru/hotel/al54548
Kaucuk;Анталья-центр;2-я линия от моря;3;1,00;https://tophotels.ru/hotel/al54547
Kalkan Park;Каш;2-я линия от моря;2;1,00;https://tophotels.ru/hotel/al54545
Golden Lighthouse;Каш;3-я линия от моря;2;1,00;https://tophotels.ru/hotel/al54540
Gelidonya Hotel Adrasan;Адрасан;1-я линия от моря;1;1,00;https://tophotels.ru/hotel/al54538
Cengiz Kaan;Адрасан;2-я линия от моря;3;1,00;https://tophotels.ru/hotel/al54535
Atici;Адрасан;3-я линия от моря;3;1,00;https://tophotels.ru/hotel/al54534
Myhouse Boutique;Коньяалты;через дорогу;3;1,00;https://tophotels.ru/hotel/al41260
Sinemis;Адрасан;1-я линия от моря;3;1,00;https://tophotels.ru/hotel/al36890
Tashan;Каш;1-я линия от моря;3;1,00;https://tophotels.ru/hotel/al35980
Tigris;Лара;3-я линия от моря;3;1,00;https://tophotels.ru/hotel/al31004
Buget;Лара;2-я линия от моря;3;1,00;https://tophotels.ru/hotel/al25302
Afsin;Коньяалты;2-я линия от моря;2;1,00;https://tophotels.ru/hotel/al19009
Turk Evi;Коньяалты;1-я линия от моря;3;1,00;https://tophotels.ru/hotel/al18174
Lugano;Лара;2-я линия от моря;2;1,00;https://tophotels.ru/hotel/al13288
Ekici;Лара;1-я линия от моря;3;1,00;https://tophotels.ru/hotel/al13251
AYBA 2000;Коньяалты;1-я линия от моря;3;1,00;https://tophotels.ru/hotel/al13182
